#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B0DECA
#Date Time: 2023-12-07 20:35:06.520
#Sample rate: 400000Hz
#Samples: 8192
#Trigger: Source: Channel 2 Type: Edge Condition: Rising Level: 2.55 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 100 mV/div Offset: -2.95 V Attenuation: 1 X Sample Mode: Average
#Channel 2: Range: 500 mV/div Offset: -2 V Attenuation: 1 X Sample Mode: Average
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 3.1 V
#Negative Supply: OFF
#Voltage: -1 V

Time (s),Channel 1 (V),Channel 2 (V)
-0.01423982581468872,3.04720441251743,-0.003139486808676928
-0.01423732581468872,3.046542312620648,-0.003139486808676928
-0.01423482581468872,3.046873362569039,-0.003139486808676928
-0.01423232581468872,3.046542312620648,-0.003139486808676928
-0.01422982581468872,3.046211262672256,-0.003139486808676928
-0.01422732581468872,3.046542312620648,-0.002805743479061373
-0.01422482581468872,3.046211262672256,-0.002805743479061373
-0.01422232581468872,3.046873362569039,-0.003139486808676776
-0.01421982581468872,3.046542312620648,-0.003139486808676928
-0.01421732581468872,3.046873362569039,-0.002805743479061373
-0.01421482581468872,3.046542312620648,-0.002805743479061373
-0.01421232581468872,3.046211262672256,-0.003139486808676928
-0.01420982581468872,3.046211262672256,-0.003139486808676928
-0.01420732581468872,3.046873362569039,-0.003139486808676928
-0.01420482581468872,3.046873362569039,-0.002805743479061373
-0.01420232581468872,3.046873362569039,-0.003139486808676928
-0.01419982581468872,3.046873362569039,-0.002805743479061525
-0.01419732581468872,3.046873362569039,-0.002805743479061373
-0.01419482581468872,3.046211262672257,-0.00313948680867708
-0.01419232581468872,3.046873362569039,-0.003473230138292038
-0.01418982581468872,3.04720441251743,-0.002805743479061525
-0.01418732581468872,3.046873362569039,-0.003139486808676928
-0.01418482581468872,3.046542312620648,-0.002805743479061373
-0.01418232581468872,3.046542312620648,-0.003139486808676776
-0.01417982581468872,3.046873362569039,-0.002805743479061373
-0.01417732581468872,3.046542312620648,-0.003139486808676776
-0.01417482581468872,3.046873362569039,-0.002805743479061373
-0.01417232581468872,3.046873362569039,-0.002472000149445971
-0.01416982581468872,3.046873362569039,-0.002805743479061373
-0.01416732581468872,3.046873362569039,-0.003139486808676928
-0.01416482581468872,3.046873362569039,-0.002472000149445819
-0.01416232581468872,3.04720441251743,-0.002805743479061373
-0.01415982581468872,3.04720441251743,-0.003139486808676776
-0.01415732581468872,3.046873362569039,-0.003473230138292038
-0.01415482581468872,3.04720441251743,-0.003473230138292038
-0.01415232581468872,3.046873362569039,-0.002805743479061373
-0.01414982581468872,3.046873362569039,-0.003139486808676928
-0.01414732581468872,3.046542312620648,-0.003139486808676928
-0.01414482581468872,3.046873362569039,-0.002805743479061373
-0.01414232581468872,3.046873362569039,-0.002805743479061373
-0.01413982581468872,3.046542312620648,-0.002805743479061373
-0.01413732581468872,3.046873362569039,-0.002805743479061373
-0.01413482581468872,3.046211262672256,-0.003139486808676928
-0.01413232581468872,3.046542312620648,-0.003139486808676624
-0.01412982581468872,3.046873362569039,-0.002472000149445819
-0.01412732581468872,3.04720441251743,-0.002805743479061373
-0.01412482581468872,3.04720441251743,-0.002805743479061373
-0.01412232581468872,3.04720441251743,-0.003139486808676928
-0.01411982581468872,3.046542312620648,-0.002805743479061373
-0.01411732581468872,3.046873362569039,-0.003139486808676928
-0.01411482581468872,3.046873362569039,-0.003139486808676928
-0.01411232581468872,3.046542312620648,-0.003139486808676928
-0.01410982581468872,3.046542312620648,-0.003139486808676776
-0.01410732581468872,3.04720441251743,-0.002805743479061373
-0.01410482581468872,3.04720441251743,-0.002805743479061373
-0.01410232581468872,3.046542312620648,-0.002805743479061373
-0.01409982581468872,3.046542312620648,-0.002805743479061373
-0.01409732581468872,3.046542312620648,-0.003139486808676776
-0.01409482581468872,3.046542312620648,-0.002805743479061373
-0.01409232581468872,3.046873362569039,-0.002805743479061373
-0.01408982581468872,3.04720441251743,-0.003139486808676928
-0.01408732581468872,3.04720441251743,-0.003139486808676928
-0.01408482581468872,3.04720441251743,-0.003139486808676928
-0.01408232581468872,3.04720441251743,-0.002805743479061373
-0.01407982581468872,3.046873362569039,-0.002805743479061373
-0.01407732581468872,3.04720441251743,-0.002805743479061373
-0.01407482581468872,3.046542312620648,-0.003806973467907137
-0.01407232581468872,3.046542312620648,-0.003473230138292038
-0.01406982581468872,3.046542312620648,-0.002805743479061677
-0.01406732581468872,3.047535462465822,-0.002472000149445819
-0.01406482581468872,3.046873362569039,-0.002472000149445971
-0.01406232581468872,3.04720441251743,-0.002805743479061373
